2025-12-10 17:12:33.108  1698-1895  TranDynami...rollerImpl system_server                        E  TranDynamicBarAnimControllerImpl setSimplifyAnimByLauncherType pkgName:com.rmst.biometrics
2025-12-10 17:12:33.108  1698-1895  TranDynami...rollerImpl system_server                        E  end setSimplifyAnimByLauncherType mSimplifyAnimOpenPkgName:com.rmst.biometrics simplifyAnimByLauncherType:0
2025-12-10 17:12:33.160  1698-4890  TranDynami...rollerImpl system_server                        E  TranDynamicBarAnimControllerImpl setSimplifyAnimByLauncherType pkgName:com.rmst.biometrics
2025-12-10 17:12:33.160  1698-4890  TranDynami...rollerImpl system_server                        E  end setSimplifyAnimByLauncherType mSimplifyAnimOpenPkgName:com.rmst.biometrics simplifyAnimByLauncherType:1
---------------------------- PROCESS STARTED (22361) for package com.rmst.biometrics ----------------------------
2025-12-10 17:12:33.564 22361-22361 DebugTheme...emeUpdated com.rmst.biometrics                  D  reload start !TranResourcesUtils.isRunningOnSystemServer()=true currentForegroundUser=0
2025-12-10 17:13:08.991 22361-22566 Camera2CameraImpl       com.rmst.biometrics                  D  {Camera@e1c4371[id=0]} Use cases [androidx.camera.core.Preview-55d6bd05-8904-4208-bbbd-1591dd2eca3779745107, androidx.camera.core.ImageAnalysis-b8a99e9f-c546-4fba-b011-d11b29790a63248084105, androidx.camera.core.ImageCapture-4d589789-c211-444b-872d-69a1ecdca194176037551] now DETACHED for camera
2025-12-10 17:13:08.991 22361-22566 UseCaseAttachState      com.rmst.biometrics                  D  All use case: [] for camera: 0
2025-12-10 17:13:08.992 22361-22361 ActivityThread          com.rmst.biometrics                  D  mToDestroying.remove:ActivityRecord{d4926d6 token=android.os.BinderProxy@ae14e40 {com.rmst.biometrics/com.biometrics.BiometricsActivity}}
2025-12-10 17:13:08.992 22361-22566 Camera2CameraImpl       com.rmst.biometrics                  D  {Camera@e1c4371[id=0]} Resetting Capture Session
2025-12-10 17:13:08.995 22361-22566 Camera2CameraImpl       com.rmst.biometrics                  D  {Camera@e1c4371[id=0]} Releasing session in state OPENED
2025-12-10 17:13:08.996 22361-22566 UseCaseAttachState      com.rmst.biometrics                  D  Active and attached use case: [] for camera: 0
2025-12-10 17:13:09.010 22361-22562 libMEOW                 com.rmst.biometrics                  D  meow delete tls: 0xb4000070b6e361b0
2025-12-10 17:13:09.010 22361-22361 DeferrableSurface       com.rmst.biometrics                  D  surface closed,  useCount=1 closed=true androidx.camera.core.impl.ImmediateSurface@275b3f0
2025-12-10 17:13:09.011 22361-22361 DeferrableSurface       com.rmst.biometrics                  D  surface closed,  useCount=1 closed=true androidx.camera.core.impl.ImmediateSurface@90a08f
2025-12-10 17:13:09.013 22361-22566 UseCaseAttachState      com.rmst.biometrics                  D  Active and attached use case: [] for camera: 0
2025-12-10 17:13:09.015 22361-22361 WindowOnBackDispatcher  com.rmst.biometrics                  W  sendCancelIfRunning: isInProgress=false callback=android.view.ViewRootImpl$$ExternalSyntheticLambda12@bcacfb5
2025-12-10 17:13:09.016 22361-22361 View                    com.rmst.biometrics                  D  [Warning] assignParent to null: this = DecorView@813a43e[BiometricsActivity]
2025-12-10 17:13:09.017 22361-22566 Camera2CameraImpl       com.rmst.biometrics                  D  {Camera@e1c4371[id=0]} Closing camera.
2025-12-10 17:13:09.020 22361-22566 Camera2CameraImpl       com.rmst.biometrics                  D  {Camera@e1c4371[id=0]} Transitioning camera internal state: OPENED --> CLOSING
2025-12-10 17:13:09.022 22361-22566 CameraStateRegistry     com.rmst.biometrics                  D  Recalculating open cameras:
                                                                                                    Camera                                       State                 
                                                                                                    -------------------------------------------------------------------
                                                                                                    Camera@e1a0ccf[id=1]                         UNKNOWN               
                                                                                                    Camera@e1c4371[id=0]                         CLOSING               
                                                                                                    -------------------------------------------------------------------
                                                                                                    Open count: 1 (Max allowed: 1)
2025-12-10 17:13:09.022 22361-22566 CameraStateMachine      com.rmst.biometrics                  D  New public camera state CameraState{type=CLOSING, error=null} from CLOSING and null
2025-12-10 17:13:09.023 22361-22566 CameraStateMachine      com.rmst.biometrics                  D  Publishing new public camera state CameraState{type=CLOSING, error=null}
2025-12-10 17:13:09.024 22361-22566 Camera2CameraImpl       com.rmst.biometrics                  D  {Camera@e1c4371[id=0]} Resetting Capture Session
2025-12-10 17:13:09.024 22361-22361 StreamStateObserver     com.rmst.biometrics                  D  Update Preview stream state to IDLE
2025-12-10 17:13:09.025 22361-22566 Camera2CameraImpl       com.rmst.biometrics                  D  {Camera@e1c4371[id=0]} Releasing session in state CLOSING
2025-12-10 17:13:09.026 22361-22566 CaptureSession          com.rmst.biometrics                  D  onSessionFinished()
2025-12-10 17:13:09.038 22361-22666 BufferQueueProducer     com.rmst.biometrics                  E  [SurfaceView[com.rmst.biometrics/com.biometrics.BiometricsActivity]#3(BLAST Consumer)3](id:575900000006,api:4,p:1369,c:22361) queueBuffer: BufferQueue has been abandoned
2025-12-10 17:13:09.061 22361-22666 BufferQueueProducer     com.rmst.biometrics                  E  [SurfaceView[com.rmst.biometrics/com.biometrics.BiometricsActivity]#3(BLAST Consumer)3](id:575900000006,api:4,p:1369,c:22361) queueBuffer: BufferQueue has been abandoned
2025-12-10 17:13:09.062 22361-22666 BufferQueueProducer     com.rmst.biometrics                  E  [SurfaceView[com.rmst.biometrics/com.biometrics.BiometricsActivity]#3(BLAST Consumer)3](id:575900000006,api:4,p:1369,c:22361) cancelBuffer: BufferQueue has been abandoned
2025-12-10 17:13:09.063 22361-22551 BufferQueueProducer     com.rmst.biometrics                  E  [SurfaceView[com.rmst.biometrics/com.biometrics.BiometricsActivity]#3(BLAST Consumer)3](id:575900000006,api:4,p:1369,c:22361) cancelBuffer: BufferQueue has been abandoned
2025-12-10 17:13:09.063 22361-22670 BufferQueueProducer     com.rmst.biometrics                  E  [SurfaceView[com.rmst.biometrics/com.biometrics.BiometricsActivity]#3(BLAST Consumer)3](id:575900000006,api:4,p:1369,c:22361) cancelBuffer: BufferQueue has been abandoned
2025-12-10 17:13:09.161 22361-22566 UseCaseAttachState      com.rmst.biometrics                  D  Active and attached use case: [] for camera: 0
2025-12-10 17:13:09.162 22361-22566 DeferrableSurface       com.rmst.biometrics                  D  use count-1,  useCount=0 closed=true androidx.camera.core.SurfaceRequest$2@98a476d
2025-12-10 17:13:09.162 22361-22566 DeferrableSurface       com.rmst.biometrics                  D  Surface no longer in use[total_surfaces=3, used_surfaces=2](androidx.camera.core.SurfaceRequest$2@98a476d}
2025-12-10 17:13:09.162 22361-22566 DeferrableSurface       com.rmst.biometrics                  D  Surface terminated[total_surfaces=2, used_surfaces=2](androidx.camera.core.SurfaceRequest$2@98a476d}
2025-12-10 17:13:09.163 22361-22566 DeferrableSurface       com.rmst.biometrics                  D  use count-1,  useCount=0 closed=true androidx.camera.core.impl.ImmediateSurface@90a08f
2025-12-10 17:13:09.163 22361-22566 DeferrableSurface       com.rmst.biometrics                  D  Surface no longer in use[total_surfaces=2, used_surfaces=1](androidx.camera.core.impl.ImmediateSurface@90a08f}
2025-12-10 17:13:09.163 22361-22361 SurfaceViewImpl         com.rmst.biometrics                  D  Safe to release surface.
2025-12-10 17:13:09.163 22361-22566 DeferrableSurface       com.rmst.biometrics                  D  Surface terminated[total_surfaces=1, used_surfaces=1](androidx.camera.core.impl.ImmediateSurface@90a08f}
2025-12-10 17:13:09.163 22361-22566 DeferrableSurface       com.rmst.biometrics                  D  use count-1,  useCount=0 closed=true androidx.camera.core.impl.ImmediateSurface@275b3f0
2025-12-10 17:13:09.163 22361-22566 DeferrableSurface       com.rmst.biometrics                  D  Surface no longer in use[total_surfaces=1, used_surfaces=0](androidx.camera.core.impl.ImmediateSurface@275b3f0}
2025-12-10 17:13:09.163 22361-22361 BufferQueueConsumer     com.rmst.biometrics                  D  [ImageReader-4064x3048f21m2-22361-2](id:575900000005,api:0,p:-1,c:22361) disconnect
2025-12-10 17:13:09.163 22361-22566 DeferrableSurface       com.rmst.biometrics                  D  Surface terminated[total_surfaces=0, used_surfaces=0](androidx.camera.core.impl.ImmediateSurface@275b3f0}
2025-12-10 17:13:09.164 22361-22361 BufferQueueConsumer     com.rmst.biometrics                  D  [ImageReader-640x480f23m4-22361-0](id:575900000003,api:0,p:-1,c:22361) disconnect
2025-12-10 17:13:09.164 22361-22566 Camera2CameraImpl       com.rmst.biometrics                  D  {Camera@e1c4371[id=0]} CameraDevice.onClosed()
2025-12-10 17:13:09.164 22361-22566 Camera2CameraImpl       com.rmst.biometrics                  D  {Camera@e1c4371[id=0]} Transitioning camera internal state: CLOSING --> INITIALIZED
2025-12-10 17:13:09.164 22361-22361 BufferQueueConsumer     com.rmst.biometrics                  D  [ImageReader-640x480f1m4-22361-1](id:575900000004,api:0,p:-1,c:22361) disconnect
2025-12-10 17:13:09.164 22361-22566 CameraStateRegistry     com.rmst.biometrics                  D  Recalculating open cameras:
                                                                                                    Camera                                       State                 
                                                                                                    -------------------------------------------------------------------
                                                                                                    Camera@e1a0ccf[id=1]                         UNKNOWN               
                                                                                                    Camera@e1c4371[id=0]                         CLOSED                
                                                                                                    -------------------------------------------------------------------
                                                                                                    Open count: 0 (Max allowed: 1)
2025-12-10 17:13:09.164 22361-22566 CameraStateMachine      com.rmst.biometrics                  D  New public camera state CameraState{type=CLOSED, error=null} from CLOSED and null
2025-12-10 17:13:09.164 22361-22566 CameraStateMachine      com.rmst.biometrics                  D  Publishing new public camera state CameraState{type=CLOSED, error=null}
2025-12-10 17:13:17.264 22361-22361 TextSelection           com.rmst.biometrics                  D  onUseCache cache=false
2025-12-10 17:13:17.337 22361-22361 os.SingleLice           com.rmst.biometrics                  D  instance successfully. com.transsion.dragdrop.v1.DragDropLice@984c836 from com.transsion.dragdrop.DragDropLiceFactory
2025-12-10 17:13:17.337 22361-22361 os.SingleLiceFactory    com.rmst.biometrics                  D  instance successfully. com.transsion.dragdrop.v1.DragDropLice@984c836 from android.view.IViewLice
2025-12-10 17:13:17.337 22361-22361 os.LiceInfo             com.rmst.biometrics                  D  instance successfully. com.transsion.view.ViewLice@24de337 from android.view.IViewLice
2025-12-10 17:13:18.055 22361-22361 VRI[MainActivity]       com.rmst.biometrics                  D  visibilityChanged oldVisibility=true newVisibility=false
2025-12-10 17:13:18.104 22361-22361 BLASTBufferQueue        com.rmst.biometrics                  D  [VRI[MainActivity]#4](f:0,a:1) destructor()
2025-12-10 17:13:18.104 22361-22361 BufferQueueConsumer     com.rmst.biometrics                  D  [VRI[MainActivity]#4(BLAST Consumer)4](id:575900000007,api:0,p:-1,c:22361) disconnect
